description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
magic gothic shield + jewel + rune 05 + perfect sapphire -> hitpower shield	1			100					4	shld,mag,eth	jewg,qty=1	r05g,qty=1	gg4s,qty=1				usetype,crf		50	50	gethit-skill		44	5	4	block2			20	30	block			10	20	ethereal	100		1	1																																																																0
magic field plate + jewel + rune 04 + perfect sapphire -> hitpower body	1			100					4	tors,mag,noe	jewg,qty=1	r04g,qty=1	gg4s,qty=1				usetype,crf		50	50	gethit-skill		44	5	4	ac%			25	50	balance1			20	40																																																																					0
magic field plate + jewel + rune 04 + perfect sapphire -> hitpower body	1			100					4	tors,mag,eth	jewg,qty=1	r04g,qty=1	gg4s,qty=1				usetype,crf		50	50	gethit-skill		44	5	4	ac%			25	50	balance1			20	40	ethereal	100		1	1																																																																0
magic amulet + jewel + rune 10 + perfect sapphire -> hitpower amulet	1			100					4	amul,mag	jewg,qty=1	r10g,qty=1	gg4s,qty=1				usetype,crf		50	50	gethit-skill		44	5	4	att			150	250	balance1			10	20																																																																					0
magic ring + jewel + rune 11 + perfect sapphire -> hitpower ring	1			100					4	ring,mag	jewg,qty=1	r11g,qty=1	gg4s,qty=1				usetype,crf		50	50	gethit-skill		44	5	4	dmg-max			1	4	dex			5	10																																																																					0
magic blunt + jewel + rune 03 + perfect sapphire -> hitpower weapon	1			100					4	weap,mag,noe	jewg,qty=1	r03g,qty=1	gg4s,qty=1				usetype,crf		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80																																																																					0
magic blunt + jewel + rune 03 + perfect sapphire -> hitpower weapon	1			100					4	weap,mag,eth	jewg,qty=1	r03g,qty=1	gg4s,qty=1				usetype,crf		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
magic helm + jewel + rune 08 + perfect ruby -> blood helm	1			200					4	helm,mag,noe	jewg,qty=1	r08g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			10	20																																																																					0
magic helm + jewel + rune 08 + perfect ruby -> blood helm	1			200					4	helm,mag,eth	jewg,qty=1	r08g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			10	20	ethereal	100		1	1																																																																0
magic light plated boots + jewel + rune 05 + perfect ruby -> blood boots	1			100					4	boot,mag,noe	jewg,qty=1	r05g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	regen			15	30																																																																					0
magic light plated boots + jewel + rune 05 + perfect ruby -> blood boots	1			100					4	boot,mag,eth	jewg,qty=1	r05g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	regen			15	30	ethereal	100		1	1																																																																0
magic heavy gloves + jewel + rune 04 + perfect ruby -> blood gloves	1			100					4	glov,mag,noe	jewg,qty=1	r04g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
magic heavy gloves + jewel + rune 04 + perfect ruby -> blood gloves	1			100					4	glov,mag,eth	jewg,qty=1	r04g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			5	10	ethereal	100		1	1																																																																0
magic belt + jewel + rune 07 + perfect ruby -> blood belt	1			100					4	belt,mag,noe	jewg,qty=1	r07g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20																																																																					0
magic belt + jewel + rune 07 + perfect ruby -> blood belt	1			100					4	belt,mag,eth	jewg,qty=1	r07g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20	ethereal	100		1	1																																																																0
magic spiked shield + jewel + rune 06 + perfect ruby -> blood shield	1			100					4	shld,mag,noe	jewg,qty=1	r06g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	block			10	20																																																																					0
magic spiked shield + jewel + rune 06 + perfect ruby -> blood shield	1			100					4	shld,mag,eth	jewg,qty=1	r06g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	block			10	20	ethereal	100		1	1																																																																0
magic plate mail + jewel + rune 10 + perfect ruby -> blood body	1			100					4	tors,mag,noe	jewg,qty=1	r10g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6																																																																					0
magic plate mail + jewel + rune 10 + perfect ruby -> blood body	1			100					4	tors,mag,eth	jewg,qty=1	r10g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6	ethereal	100		1	1																																																																0
magic amulet + jewel + rune 11 + perfect ruby -> blood amulet	1			100					4	amul,mag	jewg,qty=1	r11g,qty=1	gg4r,qty=1				usetype,crf		50	50	heal-kill			3	6	hp			10	20	move1			10	10																																																																					0
magic ring + jewel + rune 12 + perfect ruby -> blood ring	1			100					4	ring,mag	jewg,qty=1	r12g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			1	3	hp			10	20	str			5	10																																																																					0
magic axe + jewel + rune 09 + perfect ruby -> blood weapon	1			100					4	weap,mag,noe	jewg,qty=1	r09g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80																																																																					0
magic axe + jewel + rune 09 + perfect ruby -> blood weapon	1			100					4	weap,mag,eth	jewg,qty=1	r09g,qty=1	gg4r,qty=1				usetype,crf		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
magic mask + jewel + rune 04 + perfect amethyst -> caster helm	1			200					4	helm,mag,noe	jewg,qty=1	r04g,qty=1	gg4a,qty=1				usetype,crf		50	50	cast2			5	10	mana			10	20	regen-mana			4	10																																																																					0
